sentiment,tweet_id,date,text,year,month,day_of_week,hour
0,2286031834,2009-06-22 15:54:24,"Really Tired at Work, Its So Boring. I Wanna Go home. ",2009,6,0,15
1,1686026389,2009-05-03 03:21:46,"italian dining, grocery shopping, furniture looking, laughs and talks, and YUMMY COLD COLD ice cream... aaaahhh.. i am home. ",2009,5,6,3
1,1822467600,2009-05-16 19:38:46,"Hey, everybody, come check out my new blog - http://www.bryceroney.com/ - ! ",2009,5,5,19
1,2187068703,2009-06-15 19:44:41,@wilw let me take you out for drinks? ,2009,6,0,19
0,2000716856,2009-06-01 22:46:48,"Dude, i'm up by myself. boreddd ",2009,6,0,22
0,2057991183,2009-06-06 14:03:12,"@Elsavita Hey Elsavita, I see you. Sometimes I miss messages  What's up?",2009,6,5,14
0,2044437516,2009-06-05 09:21:28,Does not feel good ,2009,6,4,9
0,2243530118,2009-06-19 13:33:59,@mitchelmusso u aren't selling it in england  u need to,2009,6,4,13
0,2326385126,2009-06-25 06:58:07,I just dont understand... Everything has been so good lately ,2009,6,3,6
0,1468687628,2009-04-07 03:10:18,I have headache ,2009,4,1,3
1,1956887922,2009-05-28 22:57:01,"@emmaeuphoria JUST KIDDING, I beat it again!!! ",2009,5,3,22
1,2178436358,2009-06-15 07:41:57,@rndphLIVE Thank you for the smiles &amp; #FF. Always brightens a stormy day ,2009,6,0,7
0,1976799928,2009-05-30 19:06:26,@petewentz very late on this but I love Dora and Diego. only my son is starting to outgrow them ,2009,5,5,19
1,1881158659,2009-05-22 03:47:45,@heyximcaitlin OH YEAH! I can go to tsh now! Thanks for reminding me Cait ,2009,5,4,3
0,2244944572,2009-06-19 15:26:15,havent been on twitter in forever!! Wish I had my mac back ,2009,6,4,15
1,1980912040,2009-05-31 07:58:57,@jordansaweirdo  LOL is Bron ok? I heard he went straight on the tour bus and talked to his mommy,2009,5,6,7
1,2051175557,2009-06-05 20:58:00,I guess the day was ok. Saw hangover  amazing haha,2009,6,4,20
1,1834324193,2009-05-18 02:30:02,@goonguy You're there too! Great! ,2009,5,0,2
0,2248476075,2009-06-19 20:41:04,"Stormy day, guess I'm not going to watch the footy or shopping today ",2009,6,4,20
0,2187991695,2009-06-15 21:07:26,I miss your sexy ass @yoscottie ,2009,6,0,21
0,2056961804,2009-06-06 12:06:56,@IAMtheCOMMODORE im from michigan and i want to go sooooo bad!!!!! But..... My parents wont let me. ,2009,6,5,12
1,1978956252,2009-05-31 01:04:16,I'mmm backkkk  Was watching ANTM,2009,5,6,1
0,2321789107,2009-06-24 21:34:13,gosh!seriously?! i cant stop thinking about my bf Sebastian.i miss him so MUCH! havent seen him since the 16th. ,2009,6,2,21
1,1990784020,2009-06-01 05:44:07,Another day....School is almost over ,2009,6,0,5
1,2190808954,2009-06-16 03:47:10,@Rahki awk coo coo. just checkin up  what time is it theree ?,2009,6,1,3
1,1978547437,2009-05-30 23:42:05,@israelblechman ??? ??? ,2009,5,5,23
0,2197449222,2009-06-16 13:47:57,Alyssa and I need something to do ,2009,6,1,13
1,1988850263,2009-05-31 23:33:30,ChaCha - in cause its the right thing to do ,2009,5,6,23
0,1557641879,2009-04-19 05:16:43,....my tummy doesn't feel good ,2009,4,6,5
0,2243399597,2009-06-19 13:24:06,i need a job. i wanna do victory dance with @killingdance and @deathdude ,2009,6,4,13
1,2002764206,2009-06-02 05:06:05,"@jaimeeabict yup! I scored on homewares AND clothes for Gabe and I! Yes, I do buy clothes for my husband ",2009,6,1,5
0,2174796489,2009-06-14 23:20:12,Wow my lakers!!! Lol too bad some people destroy the celebration  they miss the whole point. Congrats to my team!,2009,6,6,23
0,2064535141,2009-06-07 06:31:55,"@esycat Ñ? Ð¸Ñ?ÐºÑÐµÐ½Ð½Ðµ ÑÐµÐ±Ðµ Ð·Ð°Ð²Ð¸Ð´ÑÑ. ÐÐ¸Ð´Ð¸Ð¼Ð¾, Ñ? Ð´ÐµÐ»Ð°Ñ ÑÑÐ¾-ÑÐ¾ Ñ?Ð¾Ð²ÐµÑÑÐµÐ½Ð½Ð¾ Ð½ÐµÐ²ÐµÑÐ½Ð¾, ÐµÑ?Ð»Ð¸ ÑÑ?ÑÐ°Ñ Ð¾Ñ ÑÐ°Ð±Ð¾ÑÑ, ÐºÐ°Ðº ÑÐµÑÑ ",2009,6,6,6
1,2180699289,2009-06-15 10:49:28,ahaha - lightning has struck lol ,2009,6,0,10
0,2016123096,2009-06-03 06:12:35,wants to start twittering...but keeps forgetting to do it ,2009,6,2,6
1,2013854112,2009-06-02 23:45:42,@paulagene good luck ,2009,6,1,23
0,2048542769,2009-06-05 15:22:16,Puppies and camera equipment don't mix  my 50d and 70-200 f2.8 were pulled off the sideboard onto the wooden floor by our new pup.  Arggh,2009,6,4,15
1,1962883149,2009-05-29 11:51:25,@JLSOfficial Hey babes!! GUess wot?? Uve been shortlisted ;) http://bit.ly/19VHS3  Check it owt  xxx,2009,5,4,11
1,1983085895,2009-05-31 12:28:39,Went Kitesurfing today! 1st class... freakin amazing!!! + I definitely got sunburned ,2009,5,6,12
1,1834954012,2009-05-18 04:43:08,My only weakness is you - that is all  there you go Sam! http://tumblr.com/xl91t5wec,2009,5,0,4
1,1827640849,2009-05-17 11:08:18,@aplusk &quot;i refuse to play your chinese mind games!!&quot; dude you are hilarious in this film.... skills   http://twitpic.com/5dfwr,2009,5,6,11
0,2217175875,2009-06-17 20:29:56,in my room using my new chanel nail polish!i love it! i just  want dream tonight please!! ,2009,6,2,20
1,2072281003,2009-06-07 20:43:40,I love rain!! ,2009,6,6,20
0,1881433965,2009-05-22 04:39:09,"@fullmoonz Now I'm feeling very old. And in fact I am  I grew up with Billy Idol, Duran Duran, a-ha and The Police. OMG.",2009,5,4,4
0,2302346130,2009-06-23 16:40:44,Raising Children 101: Never let a 6 yr old get his own drink. Moving the whole fridge to mop under it is NO fun ,2009,6,1,16
1,1834596753,2009-05-18 03:32:12,@rehna_tu  write away to glory,2009,5,0,3
0,1956956656,2009-05-28 23:07:33,is so scared....... ,2009,5,3,23
1,1975863074,2009-05-30 16:03:57,@bloodyironist Thank you  You rock!,2009,5,5,16
0,2175035268,2009-06-14 23:55:33,cashless paying in Germany still fiction  I mean who pays a 72â¬ metro ticket with a little sack filled with coins? stupid!,2009,6,6,23
0,1970604055,2009-05-30 04:31:44,@CharlieMoos Just heard about it? Where? Who? Shame you are a bit far ,2009,5,5,4
0,1991455156,2009-06-01 07:04:13,@jessica_wessica why AirFrance? why me? why today?.............................................................I don't want to go missing ,2009,6,0,7
1,2002212352,2009-06-02 03:31:06,Finally managed to get my pic back ,2009,6,1,3
1,2184254359,2009-06-15 15:38:36,@AngelOB520 I know!!!  I'm so excited   I think you should make a big EJami sign so I can find you LOL!,2009,6,0,15
0,2253113787,2009-06-20 07:36:35,put ipod in the washing machine  silly me!,2009,6,5,7
0,2297984644,2009-06-23 11:06:50,so that's 2 sets to 1 to Murray only one more to go - and still no call or text for me ,2009,6,1,11
1,1982016711,2009-05-31 10:21:27,gonna take Benjamin to the park with his little girl friend. anyone wanna join? call me ,2009,5,6,10
1,1686708075,2009-05-03 06:29:19,http://twitpic.com/4h7ce - I Love This picture ,2009,5,6,6
1,1573565075,2009-04-21 01:46:37,attempting to do things on here without chloe's help ,2009,4,1,1
0,2059478713,2009-06-06 17:01:00,Still quite tired and not wanting to go to work  and still undecided whether I should hit the town again tonight for Glitter...,2009,6,5,17
0,1997803294,2009-06-01 17:29:07,@BMED_04 I knowww  I saw this episode and was sad when she offered to be the guinea pig,2009,6,0,17
0,2265863926,2009-06-21 07:27:30,Dead battery right  in the middle of an alexisonfire song ,2009,6,6,7
1,1975120103,2009-05-30 14:29:26,"Damn @beatlejase and @hagelstam are talented - the Chip Hanna video was SO groovy. Awesome work, you guys!!!  http://www.vimeo.com/4918561",2009,5,5,14
1,2181596526,2009-06-15 12:02:34,doesnt wanna go to work..only 4 hours tonight tho ,2009,6,0,12
0,1998429092,2009-06-01 18:32:00,Just get home.. Finally! Tomorrow I need to take my bike to the bike shop becase something is wrong with it. Now is time to study.. Weeee ,2009,6,0,18
0,1971740518,2009-05-30 07:47:38,bleh 1-1 now ,2009,5,5,7
0,1754303474,2009-05-10 05:47:31,Ugh the stupid pizza girl song is in this episode ,2009,5,6,5
0,1957167375,2009-05-28 23:42:27,@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!,2009,5,3,23
0,2324719161,2009-06-25 03:52:42,is this fake tweets?  err no more waking up at 5 AM and slicing garlics,2009,6,3,3
0,1995839693,2009-06-01 14:07:39,Mother Feed app on my G1 gives a &quot;force close&quot; any time I try to type a new post.  http://ff.im/3tyRp,2009,6,0,14
0,2223216748,2009-06-18 08:00:02,"According to AT&amp;T, I qualify for a &quot;standard iPhone upgrade&quot; on Dec 28 2009   #attfail",2009,6,3,8
1,1760248644,2009-05-10 21:02:03,Such a great season finale to Dollhouse!  Loved it! Can't wait for season 2!,2009,5,6,21
0,1961483428,2009-05-29 09:34:21,ive burned like a ginger kid in the sun. now my arms are red ,2009,5,4,9
1,1975359496,2009-05-30 14:59:43,Watching House ,2009,5,5,14
0,2236353709,2009-06-19 03:29:47,Dreamed about Abigail last night.  One of those dreams that seem real.  I then woke up and started looking for her.  ,2009,6,4,3
1,2009365308,2009-06-02 15:34:32,Had a nice work out even nicer hot shower...now I'm all relaxed and ready to chill... ,2009,6,1,15
1,1985166590,2009-05-31 16:33:58,'We'll go back the other way.' http://bit.ly/246Ok1  Sweet dreams everyone  x,2009,5,6,16
1,2188471275,2009-06-15 21:57:41,@scottlum Thanks  @nosolocodigo Even Google translator couldn't &quot;Englishify&quot; that.,2009,6,0,21
1,1975280349,2009-05-30 14:49:40,"@jimmywhite09 Thanks! You are so sweet!  ..but..Did u look at my face?? lol ... yes, I look like a clown..hehe",2009,5,5,14
1,2062699437,2009-06-07 00:01:21,"@a_simple_girl I'm making a list for a friend who hasnt seen A LOT of movies. Great movies. Casablanca, etc. It's a long list. ",2009,6,6,0
1,2067530429,2009-06-07 12:30:30,@tonysteward sounds good to me ,2009,6,6,12
0,2235944673,2009-06-19 02:28:09,Going home today.Back to kolkata.Dont know if I will be able to be on net for the coming days.Bad for me! ,2009,6,4,2
1,2069083083,2009-06-07 15:13:50,@jamescollier yeah I use PDA Net it's pretty neat and easy to set up  #jailbreak,2009,6,6,15
0,1970591696,2009-05-30 04:28:55,@SapphireElia  I AM GOING SUN BATHING  NOW!!!lol when is briittiania high comming back on?????i miss it ,2009,5,5,4
0,2266017908,2009-06-21 07:45:00,played 1 and a half hole - then got rain like hell ,2009,6,6,7
0,2262595289,2009-06-20 22:49:50, i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it.,2009,6,5,22
1,1981855286,2009-05-31 10:01:46,@freeeki indeed... ,2009,5,6,10
1,1557981147,2009-04-19 06:49:20,"Indigo Girls on NPR.  Whenever I go awhile w/out listening to their music, I'm always re-surprised at how beautiful it is. Sigh! ",2009,4,6,6
1,1554106605,2009-04-18 16:05:09,vanilla  citron with nutella was not that great ,2009,4,5,16
1,1827880768,2009-05-17 11:38:27,@ndw0317 Have a safe trip ,2009,5,6,11
0,2208942296,2009-06-17 09:49:09,@MERC80  we can't. we in phoenix still.  but happy birfday!!!!,2009,6,2,9
0,2044077614,2009-06-05 08:50:13,@herbadmother I'm so sorry!  that IS sad ,2009,6,4,8
1,2063761391,2009-06-07 03:58:35,@DanielOh lookin forward to hearing ur remix of my track on @sosweet ! ,2009,6,6,3
1,1468670508,2009-04-07 03:04:16,@joek949 Yep - didn't get too drunk though. Gotta think of health and my wallet ,2009,4,1,3
0,2201035361,2009-06-16 19:42:55,@SousaIsMii lol i kno but @raven_elle told me i gotta fall back ,2009,6,1,19
1,1880923353,2009-05-22 02:59:09,Someone reminded me of the Oompa Loompas today! ,2009,5,4,2
0,2237507041,2009-06-19 05:55:02,Wow looking at the little Todo list I made last night I'm only good for 1/4..... ,2009,6,4,5
1,2049126300,2009-06-05 16:20:25,&quot;I'm your biggest fan...I'll follow you until you love me. paparazzi&quot;-Lady Gaga ,2009,6,4,16
0,2296941373,2009-06-23 09:49:49,I DONT KNOW HOW TO DO MY HAIR FOR MY INTERVIEW  Any ideas?,2009,6,1,9
1,1999668142,2009-06-01 20:36:56,tomorrow @colinbaylen turns 20! yay!  happy birthday colin!,2009,6,0,20
0,1678206338,2009-05-02 05:54:58,"submitted 2 implementations for multimedia technology assignment, neither of them working correctly  finishing Z now",2009,5,5,5
0,2198706571,2009-06-16 16:27:20,so good2see david ,2009,6,1,16
1,1970388517,2009-05-30 03:40:04,@st3phani309  I bet you are!!!!!!!!!!!!!!!   xxx,2009,5,5,3
1,1992813558,2009-06-01 09:21:49,@LauraLilyan just got the mail! I love youuu! ,2009,6,0,9
1,2185870621,2009-06-15 18:01:34,Had some fun with my friends Carol &amp; James but am TIRED now  ,2009,6,0,18
0,1557818771,2009-04-19 06:08:33,"I have been awake since about 7, I think I have truely forgotten what it feels like to sleep in ",2009,4,6,6
0,1880871964,2009-05-22 02:48:10,@vivekk faaaaaaaack!!! I missed it  i knew there was something important happening today!!! Damnit!,2009,5,4,2
1,1999913515,2009-06-01 21:03:11,@terrellowens81 Glad you got back safely ,2009,6,0,21
0,2189218242,2009-06-15 23:30:59,@leoana babe! got to cancel this thursday's meetup! need to push back by another 3 weeks   ,2009,6,0,23
1,1982833903,2009-05-31 11:59:45,2 scholarships in 2 days ,2009,5,6,11
1,1998271106,2009-06-01 18:16:29,my least favourite characters in lost just died. i'm extremely happy rn omg  that may be sick but they were so fucking annoying,2009,6,0,18
1,2053361258,2009-06-06 04:16:27,@LadyEcclesxX Helllo!  you alright?,2009,6,5,4
1,1753954586,2009-05-10 04:17:54,The Coffee is VERY HOT and sooooo Good this moring.  Happy Mothers Day my Twitter Moms  ,2009,5,6,4
1,1468714008,2009-04-07 03:19:30,listening to mcfly  cant wait for the bloody holidays!,2009,4,1,3
1,1971676876,2009-05-30 07:39:00,Told my parents i am going to be moving house at the end of the summer to move in with girlfriend  i love having supportive parents.,2009,5,5,7
1,1679005823,2009-05-02 08:17:56,@jonthanjay  Good morning and happy to hear you're feeling  a bit better  Have a good day  *hugs*,2009,5,5,8
0,1986760454,2009-05-31 19:16:49,dont ever wanna go out until tomorrow ,2009,5,6,19
0,2286005612,2009-06-22 15:52:18,I just used conditioner as lotionn ugh! fml.  hahhaa,2009,6,0,15
0,2237648169,2009-06-19 06:08:39,feeling down ,2009,6,4,6
1,1759539123,2009-05-10 19:26:12,@lindsay_elaine yeah bring me something to play or watch i have been bored on the bus lately haha.  thanks a ton ,2009,5,6,19
1,2191136115,2009-06-16 04:36:19,@francescalevine haha fran u make me laugh ,2009,6,1,4
0,1677837716,2009-05-02 04:15:20,"@NickMB Damn it, sounds fun ",2009,5,5,4
0,2045269879,2009-06-05 10:29:02,I need to brush my teeth and take a shower and change my clothes. But I just wanna sleep ,2009,6,4,10
1,1976620846,2009-05-30 18:36:10,@dalissa I know right? Totally awesome TV. ,2009,5,5,18
0,1988719926,2009-05-31 23:10:42,@xeyach I want ,2009,5,6,23
1,2190220267,2009-06-16 02:06:29,.good afternoon everyone  .just got my new twitter account.,2009,6,1,2
1,2067125144,2009-06-07 11:47:33,has now spent 9 hours on the phone with @Babycham_bunny in 72 hours. ,2009,6,6,11
1,1793179783,2009-05-14 01:41:04,"having yummm dinners. can't wait for fallen sins in melbs, gonna rock. loves chats with ruby today, you're the greatest (y) ",2009,5,3,1
0,2204753264,2009-06-17 03:02:27,"waiting for a train home, looong. +i left my gameboy at home ",2009,6,2,3
0,2013443829,2009-06-02 22:41:22,Shalal withdrawl ,2009,6,1,22
0,2179126291,2009-06-15 08:40:49,@5fm boertjie cheese the whole week? i hate you guys ,2009,6,0,8
1,2191547331,2009-06-16 05:30:10,@geraldgsantos Thank you! ,2009,6,1,5
1,1996749683,2009-06-01 15:37:23,uberly sick. GAY! someone make me pizza? I'll pay you in cookies ,2009,6,0,15
1,2001517809,2009-06-02 01:08:51,Another beautiful day ,2009,6,1,1
0,1835049910,2009-05-18 05:00:06,Cannot believe there has been an Earthquake in LA a wk b4 i go!!!!! Just adding that one to my list of worries now ,2009,5,0,5
1,1978250040,2009-05-30 22:49:43,@TimRyanCW goodnight! ,2009,5,5,22
1,1691862051,2009-05-03 18:46:06,"@_jenniifer are you there? im about to upload a prom dress design i put together for the fun of it, on twitpic.. ",2009,5,6,18
1,1793593762,2009-05-14 03:17:17,@ethankillett closer to the hills and the sea ,2009,5,3,3
0,1981607896,2009-05-31 09:30:50,@girlwithfringe aaw haha hardly! but thanks! you should see the other eye! its all red and urgh .. i hatee hayfever! ruins my summer! ,2009,5,6,9
1,1975459569,2009-05-30 15:12:08,@Xxleelee BABYY beach tomorrow  love you xxxxxxxxxxx,2009,5,5,15
1,2002885009,2009-06-02 05:23:56,@jordanknight Morning Jordan! I am the same way. I think it comes from having kids ,2009,6,1,5
0,1835703501,2009-05-18 06:34:31,@TheAuthorGuy - congrats on #12. I anxiously await 4/10 .. that seems so far off. ,2009,5,0,6
1,1979105548,2009-05-31 01:39:41,Just finished the last show here in Arkansas.  Heading back to LA in a few hours! ,2009,5,6,1
0,1827977311,2009-05-17 11:50:21,@Dharmishta can't call. my cellphone's dead  could IM/twitt though. we'll be in boston in an hour and a half @isforinsects,2009,5,6,11
1,1679313960,2009-05-02 09:03:19,@MyParadiseMoon -- Congrats on the blog feature ,2009,5,5,9
1,1823598028,2009-05-16 22:24:50,"@kg86 Enjoying wynad? Good, good. ",2009,5,5,22
1,1997787102,2009-06-01 17:27:25,Metal Gear Solid franchise on X-Box 360! ,2009,6,0,17
1,1982066124,2009-05-31 10:27:31,Super mario bros is the best.  I have it on DVD,2009,5,6,10
0,2205959883,2009-06-17 05:45:43,@glovergal I just went through that a few days ago.   Hope you eventually got to sleep!,2009,6,2,5
0,2222024187,2009-06-18 06:22:53,in mac room wishing i had a computer at home to chat and work ,2009,6,3,6
1,2061636226,2009-06-06 21:17:07,in Long Island wit my cousins &amp; friends ,2009,6,5,21
0,1979181564,2009-05-31 01:58:03,Why am I up so early on a sunday ,2009,5,6,1
1,1986572808,2009-05-31 19:01:18,C'mon @mileycyrus !!! You can win!!!! ,2009,5,6,19
0,1881527221,2009-05-22 04:54:19,hopes her headache goes away before the cinema this evening ,2009,5,4,4
0,2232540781,2009-06-18 20:03:10,@bn1511 yeah it looked good but it was too spicy ,2009,6,3,20
1,2052162516,2009-06-05 23:51:07,@ChEmIcALbUlLeTs I feel like the only 18 year old - everyone else seems to be 15 or so ,2009,6,4,23
1,1754848639,2009-05-10 07:33:41,Spending the day with the best mommy everrrrr   ,2009,5,6,7
0,1565460559,2009-04-20 06:48:40,@lauragofton Not the best. You can pick where the script started getting raped by the director - it stops making sense. ,2009,4,0,6
0,2180838715,2009-06-15 11:00:50,But I can't find her ,2009,6,0,11
1,1696042471,2009-05-04 07:29:33,School. School. School.  today seems like it's going to be a great day!,2009,5,0,7
0,2060450090,2009-06-06 18:55:47,my text updates are not working. I sent soooo many ,2009,6,5,18
1,1684928918,2009-05-02 22:29:20,"@kwanchino16 oh man, i think we ALL got wind/sun burned. Silly overcast weather!! Glad I saw you today, though! ",2009,5,5,22
0,2247568324,2009-06-19 19:17:31,loves her BFF very much. ,2009,6,4,19
0,2208616351,2009-06-17 09:25:10,Im really tired!  (Follow @peterfacinelli),2009,6,2,9
0,1956759374,2009-05-28 22:37:07,feeling the blues... *sigh* wish it were Friday tonight.. then I'd have the weekend to figure things out ,2009,5,3,22
1,2002952758,2009-06-02 05:33:17,@bartgrefte: Yoou're always welcome here ,2009,6,1,5
1,1969592590,2009-05-30 00:32:42,"@LenoreHuynh I'm doing better... I get unwired on June 8th, and I'm moving to the Bay in mid-August. Most definitely part 2!! ",2009,5,5,0
1,2062946045,2009-06-07 00:50:09,@litheon sent it off to ya  awesome.,2009,6,6,0
1,2003518179,2009-06-02 06:40:44,"yooo i woke up, went to my class... but it dont start til the 15th... talk about bittersweet victory there. playin 360 til work. tweet me ",2009,6,1,6
0,2061826065,2009-06-06 21:42:10,At Blowpop White Party at Zen in Pittsburgh. Disappointing. Filled with the str8s and craptacular music.  http://myloc.me/2SPK,2009,6,5,21
1,2017464952,2009-06-03 08:26:06,"@davidairey mine too, so much fun ",2009,6,2,8
1,1694977596,2009-05-04 04:48:21,@AllisonNazarian oof. perhaps it's time to start a #moronmonday shout-out meme ,2009,5,0,4
0,1574087048,2009-04-21 04:11:37,exams...are...killing...me ,2009,4,1,4
1,1565956398,2009-04-20 07:55:04,@LaurenYoung: expediting changes to my twitter thanks to that blogpost. thank you ,2009,4,0,7
0,2190196290,2009-06-16 02:02:26,"Why does drupal's search suck so hard, and why does command-line access to a hosted server cost so much? I want sphinx, or at least solr! ",2009,6,1,2
0,2213018196,2009-06-17 14:49:49,I wish I could. ,2009,6,2,14
0,2186786857,2009-06-15 19:20:10,i have a rumbly in my tumbly ,2009,6,0,19
0,1976624053,2009-05-30 18:36:40,think it is breaking again ,2009,5,5,18
0,2215109941,2009-06-17 17:41:19,@BrittDPrivate awww im sorry ur not feelin well today!!!  and i c ur goin to the dr's tomorrow? :S Im here for ya,2009,6,2,17
0,2053500655,2009-06-06 04:46:38,...hmm which is worse.. that im going to fail.. or that i deserve to fail  *criessss* how issit already 7:45... where did my day goo?!?!,2009,6,5,4
0,2053725959,2009-06-06 05:30:46,my body hates me. i slept for an hour and now i'm wide awake. ,2009,6,5,5
1,2009019582,2009-06-02 15:01:23,I'm excited cause my mom bought me a case for my hand sanitizer ,2009,6,1,15
0,2204037762,2009-06-17 01:09:44,just banged her toe into the cupboard... BLOOD! ,2009,6,2,1
0,2257358089,2009-06-20 14:12:36,hanging with jessica!!!! i am so tired i dont want to go to this stupid birthday i was invited to ,2009,6,5,14
0,2302731685,2009-06-23 17:13:04,I am out of the house... ,2009,6,1,17
0,2175618985,2009-06-15 01:30:13,is back at work  flip side is only 2day and 2moro to do at work!!,2009,6,0,1
0,2326629636,2009-06-25 07:17:58,@michalvitasek Se zÃ¡kladkou? JÃ¡ jsem nedÃ¡vno mÄl sraz po deseti letech od maturity ,2009,6,3,7
0,2056426426,2009-06-06 11:07:22,@soulsystah Woorreeeverrrrhhhh Say hi to Kudzi! I'm still working ,2009,6,5,11
1,1695922624,2009-05-04 07:14:29,"@Cheaty For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee. ",2009,5,0,7
0,1981935400,2009-05-31 10:11:29,"went to upper room church today, great preaching! now the boring part of the day, school work ",2009,5,6,10
0,1755570946,2009-05-10 09:28:47,my moms in colombia on mothers day ,2009,5,6,9
0,2002314095,2009-06-02 03:50:47,"@belledame222 I don't understand why socialist is a dirty word in your country, Belle.  Good article, if very disturbing. ",2009,6,1,3
0,2243080447,2009-06-19 13:00:05,why are there NO taco trucks in fremont??? ,2009,6,4,13
0,2002869224,2009-06-02 05:21:38,"I hate the bites on my feet, they itch to no end ",2009,6,1,5
1,1754790626,2009-05-10 07:23:42,"@jlind Actually, on weekdays the children are still there, you just don't notice for all the stressed people pushing against you ",2009,5,6,7
0,1985056975,2009-05-31 16:20:34,@Shay_iz_Dope lol right... NO such thing as a personal life! ,2009,5,6,16
1,2071364840,2009-06-07 19:16:35,"I stand corrected, they were playing two player. Not dueling... ",2009,6,6,19
1,1548556816,2009-04-17 21:17:11,@sleemol I love doing that; let's do it some time that isn't today ,2009,4,4,21
0,2240833176,2009-06-19 10:13:03,working 7-11 tonight then off for six days! unless i feel like picking up my shoulder is killing me... cant move my left arm ,2009,6,4,10
0,1973612319,2009-05-30 11:29:37,Ahh.. Friend just said he cant make it to the park meeting because he haves to go out of town with his mom.. ahhh. ,2009,5,5,11
1,1975073097,2009-05-30 14:23:25,"@drylemming i am not bashing in any way...by protestant Christian, I am referring to historical Christianity ",2009,5,5,14
1,1989862610,2009-06-01 03:04:17,Time to get ready for work....unless Bobbie gives me a call and asks me to stay home ,2009,6,0,3
0,1557897607,2009-04-19 06:29:01,Heading to doctor on base.... ,2009,4,6,6
0,1692635163,2009-05-03 20:25:55,Just finished work now home to an empty apartment ,2009,5,6,20
1,1563698329,2009-04-19 23:52:37,@zzmorriss oh well I guess that makes you a SUPER mega spunk ,2009,4,6,23
0,2323321891,2009-06-25 00:23:02,"Nyagh, Dad just saw me naked ",2009,6,3,0
0,2175822567,2009-06-15 02:05:56,I had to get up to put Caladryl on my bug bites.  Love Benadryl spray for the analgesic effect but it's sticky and woke me up.,2009,6,0,2
0,2050927259,2009-06-05 19:32:46,Aite yall I know I've been M.I.A. but I'm back... Currently I'm havin the worst luck with money. Lost like 245 dollars ,2009,6,4,19
0,2059819255,2009-06-06 17:42:00,"Time to sleep... Sadly the man I want to have in my bed right now, isn't anywhere near here!  No fun for me!",2009,6,5,17
0,1469029985,2009-04-07 04:54:44,@duncn Our stormy-ness has moved on ,2009,4,1,4
1,2014081953,2009-06-03 00:24:22,playing guess who hahahh funny with katrina over msn ,2009,6,2,0
1,1981087570,2009-05-31 08:23:15,"@trackercheng I will  yay to a tan boo to the burn.  I have 1hr to waste at the airport but, YVR has free wifi",2009,5,6,8
1,1827124184,2009-05-17 10:02:37,@HOLLiCONGER I'm not!  Do you have pics of your booth up yet?,2009,5,6,10
0,1548873546,2009-04-17 22:14:52,@DJlilE what did i do ,2009,4,4,22
0,2001271592,2009-06-02 00:21:07,I stopped following people because  either  a) they don't reply to my tweets or b) they dont tweet at all ,2009,6,1,0
0,1827781236,2009-05-17 11:26:03,@mariap91 oh no  dammit.,2009,5,6,11
1,1976426006,2009-05-30 17:18:11,* @ASOS_Tamara we vacated thank f**k!! Oh my gosh! Party back at mine now  come along bring the family we have singstar!,2009,5,5,17
0,1676091613,2009-05-01 21:04:37,Wendy's sucks! I have 15 minutes left  Someone come to Yogurtime n entertain me!,2009,5,4,21
0,2325201016,2009-06-25 04:59:08,Have mowed the lawn. I don't like gardening one bit; going to get someone to do a makeover of it since it looks hurrendous ,2009,6,3,4
0,1966940242,2009-05-29 18:40:44,"Damn. I ain't got NO MORE kush &amp; got no L to drink. I'm sober on a Friday nite ; I'm bout 2 spazz. WeLL, bak 2 da game I guess. ",2009,5,4,18
0,2207870951,2009-06-17 08:29:24,@Agent_M D3 is a game I am looking forward too. Got my B.net account all ready for it too. I'm just going to miss the necromancer ,2009,6,2,8
1,2179725117,2009-06-15 09:29:53,"@Chandrah Hi there, I'm patiently waiting for Chapter 9 ... ",2009,6,0,9
1,1956421880,2009-05-28 21:50:38,"@evasnee The Walt Mossberg allthingsdigital blog post about the #Pre, windows mobile, android, nokia, iphone was heavy on UX. ",2009,5,3,21
0,1793373943,2009-05-14 02:26:49,savagely attacked by my hamster  Now trying to reason with her and ask her why she did it?! Think I'm going a bit mental,2009,5,3,2
0,1962025665,2009-05-29 10:24:29,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny ,2009,5,4,10
0,2055847535,2009-06-06 10:03:48,@ibonekoen I know I know. I'm going to work on the RPF for a while. I'm freaking out worrying that I won't have enough words. lol at me. ,2009,6,5,10
0,2220607775,2009-06-18 03:31:05,Goin to work...don't feel good ,2009,6,3,3
0,2186759077,2009-06-15 19:17:45,@gx3394 I almost forgot and then panicked! it's so OOOO_o I'm still slower than dialup though ,2009,6,0,19
0,2059514734,2009-06-06 17:05:16,"GRRR I hate it when I woke up to early &amp;cnt go bck 2 sleep  sheesh. Well, since I'm wking up early think I'm gon' 2 wtch some cartoons.",2009,6,5,17
0,1994428604,2009-06-01 11:54:36,@grantswilson Feel better soon Grant! There are some ugly virus things going around. We had one cycling through our family for 2 weeks ,2009,6,0,11
